Wall time,Step,Value
1560468771.509918,0,0.08385313302278519
1560468773.9403658,1,0.07224853336811066
1560468775.8471394,2,0.0698491558432579
1560468778.222096,3,0.0650065541267395
1560468780.5850513,4,0.05852721631526947
1560468782.9635844,5,0.05097541958093643
1560468785.3615098,6,0.04394346475601196
1560468787.7317352,7,0.0369720458984375
1560468789.644155,8,0.03026239387691021
1560468791.5525572,9,0.024935239925980568
1560468793.4708345,10,0.02289927378296852
1560468795.378735,11,0.02061782032251358
1560468797.2998166,12,0.018966471776366234
1560468799.2192817,13,0.0184340663254261
1560468801.1477966,14,0.017394233494997025
1560468803.0649753,15,0.01710553653538227
1560468806.0280807,16,0.016638563945889473
1560468808.41512,17,0.016431791707873344
1560468810.3412275,18,0.015826871618628502
1560468812.7324185,19,0.015532013028860092
1560468815.1426067,20,0.01605832949280739
1560468817.544369,21,0.015701310709118843
1560468819.4704993,22,0.01543920487165451
1560468821.8688314,23,0.015599510632455349
1560468823.8005106,24,0.01536119170486927
1560468825.7344491,25,0.014863327145576477
1560468827.6629899,26,0.01517184916883707
1560468829.5946565,27,0.014925708062946796
1560468831.5527718,28,0.014997001737356186
1560468833.4961984,29,0.014349298551678658
1560468835.4353502,30,0.01496121846139431
1560468837.3782742,31,0.01452123373746872
1560468840.2153153,32,0.013797562569379807
1560468842.6345818,33,0.013858393765985966
1560468844.586182,34,0.014564534649252892
1560468846.5348825,35,0.0140689080581069
1560468848.4890099,36,0.01348032709211111
1560468850.438547,37,0.013770043849945068
1560468852.3869948,38,0.013447334989905357
1560468854.341855,39,0.013170887716114521
1560468856.3011131,40,0.012588820420205593
1560468858.2532268,41,0.012671655975282192
1560468861.3026636,42,0.012102354317903519
1560468863.7171838,43,0.012479412369430065
1560468865.6745093,44,0.01234296802431345
1560468867.637076,45,0.012105580419301987
1560468870.0635846,46,0.012023629620671272
1560468872.021715,47,0.011666294187307358
1560468873.988879,48,0.011516043916344643
1560468875.9539428,49,0.011314391158521175
1560468877.9180787,50,0.011407576501369476
1560468879.8797598,51,0.010857002809643745
1560468881.849895,52,0.010822363197803497
1560468884.814325,53,0.010591194964945316
1560468886.7782679,54,0.009918374940752983
