Wall time,Step,Value
1560376082.258451,0,0.49073517322540283
1560376084.5903652,1,0.4237197935581207
1560376086.8741941,2,0.36578184366226196
1560376088.7726784,3,0.3196426331996918
1560376091.0526285,4,0.3018098771572113
1560376092.9699295,5,0.2916256785392761
1560376094.8857214,6,0.2787654995918274
1560376097.185255,7,0.2683357000350952
1560376099.115068,8,0.2549184560775757
1560376101.0431583,9,0.24637511372566223
1560376102.9745095,10,0.23574566841125488
1560376104.9139287,11,0.22652727365493774
1560376106.8525062,12,0.22395403683185577
1560376109.5876677,13,0.2162955403327942
1560376111.5482676,14,0.21266205608844757
1560376113.5125415,15,0.20432130992412567
1560376115.4797792,16,0.20044563710689545
1560376117.4513943,17,0.19661059975624084
1560376120.2317567,18,0.20106524229049683
1560376122.221187,19,0.1855258196592331
1560376124.204109,20,0.1869373768568039
1560376126.1957433,21,0.17428259551525116
1560376128.1932325,22,0.17429670691490173
1560376130.1913052,23,0.16517764329910278
1560376133.3872843,24,0.17956018447875977
1560376135.3705337,25,0.16738000512123108
1560376137.7323418,26,0.16954006254673004
1560376140.084085,27,0.171550914645195
1560376142.4329326,28,0.15011970698833466
1560376144.779052,29,0.1454685926437378
1560376146.7469287,30,0.13708741962909698
1560376148.697997,31,0.13897733390331268
1560376150.6503484,32,0.13561923801898956
1560376152.5974257,33,0.1357319951057434
1560376154.5438302,34,0.13547734916210175
1560376156.487184,35,0.13329331576824188
1560376158.4284124,36,0.12450804561376572
1560376160.3702831,37,0.12112607061862946
1560376162.3091505,38,0.11895798146724701
1560376164.4403944,39,0.11519800871610641
1560376166.3854928,40,0.10035792738199234
1560376168.3234277,41,0.09762006253004074
1560376170.2624164,42,0.09534382820129395
1560376172.199853,43,0.09278815239667892
1560376174.137263,44,0.09081476181745529
1560376176.0744529,45,0.10076195746660233
1560376178.0133317,46,0.0911492183804512
1560376179.9500592,47,0.08637283742427826
1560376181.8896778,48,0.08713211864233017
1560376183.8284807,49,0.09756413847208023
