Wall time,Step,Value
1560509361.1608422,120,0.01746152527630329
1560509363.9815419,121,0.01695304922759533
1560509366.903627,122,0.01657041721045971
1560509369.7469926,123,0.016704997047781944
1560509372.640782,124,0.01634795218706131
1560509375.4846864,125,0.016479436308145523
1560509377.5352657,126,0.01663348637521267
1560509380.3664973,127,0.016538187861442566
1560509383.2614,128,0.016493983566761017
1560509386.0974114,129,0.01629704050719738
1560509388.9282994,130,0.016663508489727974
1560509391.8124092,131,0.01673595793545246
1560509394.6277378,132,0.016500964760780334
1560509397.5525312,133,0.01639951765537262
1560509399.6118622,134,0.016605312004685402
1560509402.4454696,135,0.016805948689579964
1560509405.3373508,136,0.01678488962352276
1560509408.1868052,137,0.01632770709693432
1560509411.093626,138,0.016661405563354492
1560509413.9460688,139,0.016161594539880753
1560509416.8428016,140,0.01633753627538681
1560509419.7223763,141,0.01654127426445484
1560509421.7786493,142,0.01627945341169834
1560509423.8330746,143,0.016236046329140663
1560509425.8851068,144,0.01644062250852585
1560509427.9357133,145,0.016606617718935013
1560509430.7779124,146,0.01668277569115162
1560509433.6621091,147,0.016499919816851616
1560509435.71252,148,0.016565915197134018
1560509438.562439,149,0.016714295372366905
1560509441.3966043,150,0.01625760830938816
1560509444.2184818,151,0.016364259645342827
1560509447.0866249,152,0.017187420278787613
1560509449.9305387,153,0.016345670446753502
1560509452.8938537,154,0.01636241376399994
1560509455.7860098,155,0.016424279659986496
1560509458.622438,156,0.01678488217294216
1560509461.4456427,157,0.016526103019714355
1560509464.2693002,158,0.01629786379635334
1560509466.3215036,159,0.016533138230443
1560509469.1472266,160,0.01627565175294876
1560509472.0019276,161,0.017428798601031303
1560509474.8380666,162,0.016404084861278534
1560509477.7837148,163,0.016414860263466835
1560509480.6289425,164,0.01660701259970665
1560509482.6930978,165,0.01630040630698204
1560509485.5493777,166,0.01632729358971119
1560509487.6039517,167,0.01673068478703499
1560509490.4278553,168,0.016559874638915062
1560509492.487282,169,0.016375157982110977
1560509494.5403771,170,0.016484059393405914
1560509496.6000445,171,0.016346435993909836
1560509498.65677,172,0.016223451122641563
1560509500.7160318,173,0.016188109293580055
1560509502.7822165,174,0.016353607177734375
1560509504.8364234,175,0.017319481819868088
1560509506.8905058,176,0.016453858464956284
1560509508.9426959,177,0.0162800382822752
1560509510.9986386,178,0.01652946136891842
1560509513.051271,179,0.016366656869649887
1560509515.1034322,180,0.016546646133065224
1560509517.160925,181,0.016195906326174736
1560509519.208655,182,0.016439130529761314
1560509521.257504,183,0.0166831836104393
1560509523.3050518,184,0.017290597781538963
1560509525.3562903,185,0.01673278585076332
1560509527.4066496,186,0.01646074652671814
1560509529.4491403,187,0.016422171145677567
1560509531.4942575,188,0.01643916592001915
